epoch,train,test,new
27,2.6153932862135636,2.667684616720081,5.274598455739915
27,2.7295475593911167,2.748469898632011,5.536054144049071
27,2.5466398868531472,2.5539256199060394,4.574320602447533
27,2.6393003395505557,2.616117292381393,4.602464270785387
27,2.435034218989465,2.471845491884718,4.877798027533574
27,2.561989869323148,2.583080357152914,4.660049331566185
28,2.711989617862469,2.713380018224491,4.98225886215808
28,2.525893238165634,2.543655112356113,5.07853787162967
28,2.698174915304303,2.6701187598539797,4.5652598467443575
28,2.7598460843703974,2.7705122192830243,4.956451169313998
28,2.635339996407532,2.6577900191488277,5.069573383645173
28,2.972342651413585,2.94133575455815,4.340448991643948
28,2.425684865349587,2.4256998399885377,4.53318405881597
28,2.545550913403503,2.537821215979786,4.674253052455037
28,2.6534125536624877,2.627342118248614,4.385830759755725
28,2.622660848915703,2.6115418590999697,4.593460119624414
29,2.2964390940263217,2.3111891059606533,4.793693943679816
29,2.8755091283385186,2.817879740123127,4.314041836219642
29,2.5271360474569797,2.5478748843076806,5.134584463443465
29,2.4801625630361808,2.489452156331665,4.873059246924883
29,2.367182052176184,2.3993396073658246,4.772717509450941
29,2.5113911986839232,2.503441471828585,4.384257763198409
29,2.512633842843075,2.568986197772609,5.24993344377534
29,2.708039539296419,2.692902652785859,4.356336556722143
29,2.5118660873372116,2.5599570574348385,5.223512951253498
29,2.7239320113005503,2.7533692301197004,5.7596918318887615
30,2.3916242652056625,2.4165285912276677,4.863444972402238
30,2.6358619120195446,2.611154467728782,4.572326841622885
30,2.487148819755932,2.5304029241513706,5.210167624770378
30,2.4667650914510713,2.450906430710613,4.685582907834548
30,2.550244928527129,2.532127676545772,4.528418170425275
30,2.763284130767812,2.83326695511865,5.642354484276223
30,2.6091029284237814,2.5818653265092673,4.550022288706916
30,2.8687000403652507,2.912919536339054,5.424684655280263
30,2.420332966617597,2.41805621657258,4.745383933433669
30,2.7583748654844706,2.822477328737654,5.7427755631065525
31,2.4644114132036847,2.4961139970939836,4.7956190473788505
31,2.7459561491814237,2.7377908132081448,4.528668871859513
31,2.4961980507437893,2.5060593359354773,4.906293737948954
31,2.391634419729199,2.4202382272376926,4.787460047359647
31,2.392046734810638,2.4623921411719127,4.93254946027878
31,2.396666158606994,2.3958221380705917,4.661477181066897
31,2.304308551907635,2.330309778170427,4.696610302110099
31,2.482313604668438,2.488027374696278,4.894474775296618
31,2.575497851352767,2.6297619056530213,5.331312050110146
31,2.5306003129800874,2.553138797419039,4.943959197704177
32,2.3269030821679992,2.368705989392686,4.56630209755985
32,2.3638026610560416,2.3788043319878884,4.8278851343978
32,2.428463387796227,2.474373739191467,4.976232905533621
32,2.2257970449720164,2.2733387699239436,4.872090407419194
32,2.4038488976652195,2.394708822952242,4.929171712211939
32,2.515367236427232,2.550253801304229,5.211309341419329
32,2.7216555415621455,2.789124555192037,5.812194904484925
32,3.182574632583018,3.2047061092313633,5.880223782341756
32,2.738615557169848,2.823149978252056,5.725520120828747
32,2.6978929479477562,2.7458997721006964,5.169598277059912
33,3.022889161734559,2.9839093086831103,4.598495013610351
33,2.2754556900549954,2.317129603294423,4.819276429801903
33,2.6032968689396907,2.5767281347982673,4.690582196280839
33,2.297175486308939,2.349922095191705,5.046712302050575
33,2.5745195437915482,2.5711622013488262,4.614803297757158
33,2.6689753704635426,2.681217157971356,5.4478036654331214
33,2.413161492554185,2.410420272466107,4.905314306240175
33,2.6603613677542555,2.6879213790589755,5.446333143117721
33,2.7898302421548222,2.7608263325065536,4.371050217780997
33,2.8472857930502355,2.8330685910622986,4.316183622668405
34,2.4561491552330854,2.501547217736233,5.269825564728686
34,2.5985380661574236,2.6804459596299726,5.411991567712424
34,2.7287440956310656,2.70723946553061,4.550293428626092
34,2.682209737224438,2.6552784207719853,4.323783616392172
34,2.9145829345326,2.875912897307673,4.4078075641752115
34,2.3523682252650744,2.369127568102962,4.689361550320736
34,2.4100683672502408,2.4034687363894895,4.6817570902899766
34,2.267550751267608,2.3126866192741393,4.889751946945392
34,2.3574403988628543,2.4055640575235717,5.206187296540384
34,2.6238527077583553,2.5940585126420865,4.511362821237111
35,2.438600564202336,2.4778171430194407,5.113442549751355
35,2.358056007666367,2.358145225784549,4.731213626872545
35,2.465295903496821,2.4898207603195908,5.100267552700594
35,2.3960108076882882,2.4004269201751396,5.058798360397851
35,2.4794936255385256,2.5201351493318525,5.186163581518491
35,2.3908086496081733,2.4040564082032505,4.80108251828091
35,2.348740023279801,2.365081729681121,4.508268902843915
35,2.7393981967990206,2.827912355798476,5.772979628224609
35,2.5044621632078132,2.5136674657097346,4.481404212540598
35,2.4527937792891543,2.4695604574307577,4.809547225113721
36,2.6017362968850284,2.6459221517309386,5.447012032869783
36,2.3045557364228104,2.3092708274248412,4.805106339152965
36,2.3770711957339996,2.393741609266259,4.577664723971615
36,2.4825322132969556,2.4718472118701458,4.835467434777811
36,2.794679754364909,2.908624259685559,6.384346106600497
36,2.481188008597554,2.4866270478193475,4.3484378629805285
36,2.458648972729693,2.4611950503621176,4.887332865468786
36,2.6053215971049113,2.724664561256123,5.806545383694593
36,3.1092952180420377,3.193209323711203,6.1213203677395045
36,2.596916138589012,2.581734017577037,4.721555295023362
37,2.419156807674561,2.4195529993390448,4.593933654331526
37,2.295310012271698,2.315031214724421,4.7464440455334564
37,2.2678745240150056,2.2776537049198806,4.718998011342011
37,2.5957664772179836,2.6547434649788926,5.4071159065669345
37,2.432783789771656,2.511757466354508,5.1891065807264045
37,2.324247045880793,2.3435124998205397,5.141665231089384
37,2.2589246388508646,2.288755552512718,4.809786651875106
37,2.30258122300896,2.3397260179632333,4.983572540537665
37,2.4541551597330016,2.434900205196282,4.7829379817618385
37,2.52258700949107,2.5003919548703473,4.54255881205296
38,2.318725716664621,2.332445802326994,4.60843137025781
38,2.425192553956127,2.4402224566557664,4.451124222212608
38,2.654546259375846,2.6265506053729615,4.584893145907367
38,2.3946381847767517,2.38448225312679,4.768198866359094
38,2.2749030900084555,2.3437477341039483,5.091366889068094
38,2.503015016927229,2.5492622828846843,5.440898423961014
38,2.3412451570081507,2.3714030877513808,4.589288152974976
38,2.5839852469327305,2.575557343774046,4.572627925245706
38,2.293009548177058,2.3339669126106273,4.6136842837535825
38,2.690343865050743,2.7887126288403516,5.4321954723685195
39,2.3427529711258996,2.3558855413767557,4.948444971959491
39,2.3533353824562933,2.3594893388254956,4.548067480625246
39,2.503457383638071,2.5506109176253995,5.137121652606459
39,2.4589844163465093,2.4743857128202325,4.802767036733379
39,2.456118111124254,2.512312487492886,5.718497366977766
39,2.442091722736696,2.455021056702581,5.0956720249722665
39,2.4636011787975485,2.506045732632057,5.517960694489768
39,2.5244866364175893,2.5389160542054006,5.4312232887028165
39,2.3089737103709296,2.299473607520381,4.89996208065188
39,2.340043737526778,2.335294225875617,4.68342287713831
40,2.22956358154498,2.2572776432104034,4.734947583847075
40,2.338913352857555,2.331299028292114,4.607655458518278
40,2.4571892956074066,2.436718063716704,4.633954023207252
40,2.361428554141592,2.3852836627572875,4.535243835588751
40,2.3754549644434158,2.393410037619052,4.95653128700889
40,2.6500326927160716,2.6973333645422506,5.588618469218552
40,2.5470789241668723,2.5297576304679232,4.62681696043055
40,2.453644777380808,2.4739853874326823,5.01729915570919
40,2.4840713518348525,2.4666700087403575,4.622172360919762
40,2.3168894109218936,2.3384676150347485,4.975300156886857
41,2.444482652632622,2.49340957494076,5.467115403026176
41,2.381208253112922,2.4014991642676238,4.892763465350105
41,2.488449369245682,2.4698130653554067,4.674043832267189
41,2.386371898835264,2.402319315868841,4.608312648544678
41,2.2623861478778413,2.2931525786332467,4.873274564221646
41,2.368256843397859,2.365899386192605,4.878518562365055
41,2.65130287869113,2.6605990276804756,5.315527284627466
41,2.276069225304463,2.3240859279281647,4.771731512014711
41,2.587881519509058,2.5726698703358286,4.505024513895039
41,2.408288549321469,2.406597843371013,4.651592394591581
42,2.591521281107995,2.6519543583851464,5.627711490434454
42,2.294611260744082,2.3006556391737614,5.16924738750054
42,2.226359399186378,2.2664346703996325,4.822323085687144
42,2.30273301691389,2.315332370288277,4.755968993861956
42,2.756197333499942,2.8177636217120616,5.999950584945237
42,2.275776912023045,2.333343940513933,4.798292393755604
42,2.2970583433977443,2.2849006901956135,4.758152059703252
42,2.309191709681603,2.372442639085077,4.894405291451735
42,2.3109396442208876,2.3245621988313845,5.12506242456154
42,2.3745866625833068,2.403255894688305,5.166988509331197
43,2.5004373937595354,2.49999855611637,4.578949776757334
43,2.2927767953484786,2.310593673473407,4.647212261965126
43,2.365387328438598,2.3739541558455906,5.228873376915679
43,2.4934447718796515,2.5084441826479793,5.637819243137531
43,2.4898109531610575,2.5074179295193257,5.2848418148739595
43,2.69381225004293,2.658695043531304,4.436122407904725
43,2.5864462083438444,2.6668244331545528,5.8004314361359866
43,2.382927880657847,2.412398699834846,4.989136981517123
43,2.341744162515726,2.336849199900519,4.771123334632631
43,2.1611625181300167,2.198021293963943,4.930823100455417
44,2.513990992905896,2.5767586023623927,5.722106062672362
44,2.3593126502343567,2.358665854019329,4.988921007375663
44,2.245841399599787,2.2485854778760537,5.120533361329998
44,2.3780148929633325,2.380212578042842,4.717801108694745
44,2.4680930442857436,2.518186121756511,5.2681743154028275
44,2.2693460974984103,2.316732006975962,5.139099844763851
44,2.2541838885628755,2.2571444379136776,4.773850313285707
44,2.3713281567857947,2.360704442389581,4.749978242300998
44,2.2636442558270917,2.2889436967942336,4.5633724977817005
44,2.4893594733207585,2.525075766773225,5.1010073851262465
45,2.399752937484094,2.430101597245354,5.28030789272329
45,2.451335108075127,2.445428267091247,4.903098652262485
45,2.2606178166196007,2.2778454857942245,4.897877216531116
45,2.3293060688664053,2.340197735455683,4.527363851400058
45,2.331869016503924,2.36797512523603,4.9881774835914685
45,2.6101854342922284,2.6026311168803424,4.4042868714874315
45,2.4313611854957853,2.47292750179636,5.762844066429652
45,2.4308492281638063,2.4719944389101722,5.364130789619994
45,2.449519903451686,2.4408851664250744,4.598634906283836
45,2.373020465960161,2.406297880022783,5.1371550534506865
46,2.2494670857854735,2.25914407401177,4.66177561015638
46,2.308674822083989,2.306094834860464,4.782518234708462
46,2.375475867914833,2.428976955026048,5.379922675862588
46,2.3794867378476248,2.4426477625127845,5.323295126404413
46,3.0954147488494623,3.052751768568881,4.342288709119895
46,2.4155220015574823,2.39638842100566,4.730980109230905
46,2.5004560154671687,2.519724488593633,5.8024879879915705
46,2.2274911484549547,2.2580119845134057,5.207817030508121
46,2.2745765375203653,2.2805509319865784,4.817884765888878
46,2.2396842148028204,2.2732718449022626,5.101116977039353
47,2.2610890198947216,2.2850158436309402,5.044988005324225
47,2.657618978423497,2.686524193802498,5.919697077461412
47,2.2525576169071626,2.2570227957270297,4.8425866448958885
47,2.215619511802282,2.219615113768474,4.9426078853754
47,2.290476642883401,2.3031888040514965,4.856368225895206
47,2.5037809580442385,2.505699025119568,4.904874212192975
47,2.21501295431954,2.2541694449319665,5.087047163958543
47,2.4643937404557947,2.530165395860505,6.219461579733045
47,2.2960649992872524,2.3314222574997707,5.045298837851894
47,2.466947912080458,2.476404132352329,4.959184294680169
48,2.4704480679993757,2.523970764861709,5.478177443109768
48,2.2148178970385644,2.2154828234182053,4.876397986821123
48,2.1177049437947684,2.136543598721499,4.76446428095096
48,2.228771756791415,2.249298134602234,4.9933102254553265
48,2.379699207406434,2.415608745080595,5.392906049996444
48,2.1813545614803225,2.2408888982855917,5.173629428812617
48,2.1866620679456648,2.1966376734208484,5.036856785391002
48,2.26195729682112,2.2644341055663375,5.048675847096058
48,2.1346556126089626,2.18421143362577,4.9097617495354715
48,2.2974888826186177,2.3100422738663333,4.831329889929757
49,2.35547988617269,2.405509507381777,5.189816857009797
49,2.2401189205092686,2.2949787743484404,4.757906454307585
49,2.277555757290637,2.3071310292817744,5.027635285893473
49,2.3937655577245187,2.4201863822009786,5.431722440032225
49,2.346204155012408,2.422451072120551,5.531525452908474
49,2.1947951396849055,2.2255557689417844,5.0971434124211905
49,2.1013650727035413,2.1416340038051382,4.9279720634812305
49,2.170732733421225,2.2430594285812946,5.064820863446282
49,2.2019211443477027,2.272476883597615,4.848165651087141
49,2.1336754150512256,2.146991661569432,4.843062339421584
50,2.435218071730096,2.456617534497199,4.706536451757344
50,2.266751027644996,2.3232622800800544,5.311641873865735
50,2.4671553921373506,2.4716316822069584,4.6945054663415515
50,2.2304284432897235,2.2679394332770504,5.146288211884265
50,2.4060654613901504,2.411335981348018,4.831819210894286
50,2.8546789978981333,2.8826338160795397,6.360256490571725
50,2.3586419013123985,2.4119218887305407,5.52509421290917
50,2.20931732840686,2.232435535163455,4.874446301031117
50,2.273946502355708,2.2792900554050255,4.621480464005894
50,2.1749628358260433,2.2216240024638303,5.0558092146648494
51,2.213963468706194,2.214832089371237,4.943720788035878
51,2.18145983590248,2.213958111487125,4.632526246156824
51,2.299595379730191,2.331346591162922,5.309068879513361
51,2.2310955257438354,2.287518811045773,4.838547569183085
51,2.2889062197568433,2.3308237258483375,4.549614517330813
51,2.307205597344594,2.3321149416101736,4.719040681065777
51,2.1326406962578486,2.1677929134522156,5.2076151421455315
51,2.6040975746945,2.578636348683986,4.58562971693248
51,2.251162951447395,2.3051265455567487,5.270962741481161
51,2.2055301389926667,2.2375350242134426,5.127178747149975
52,2.444443924707026,2.4530713593372946,5.287263884061841
52,2.551669583596276,2.5866484177095597,5.648203733122277
52,2.2619070990322334,2.3324186408527146,5.636998608885107
52,2.1517290371173585,2.2203692061826206,5.305836414354384
52,2.5693361897504525,2.591903617548342,5.666507334964594
52,2.3107381071636524,2.3661240385060656,5.418453631856118
52,2.2286709259812496,2.258411038397226,5.28596912562461
52,2.5095343134428285,2.521426349885731,5.254762355336676
52,2.196836752308764,2.225648240031488,4.696817438618641
52,2.203401759346988,2.2270479837406127,4.493090210669057
53,2.3375868066116756,2.374038154278122,5.618933155226683
53,2.194179290949634,2.2327287504355455,4.678332539634755
53,2.1865766652173657,2.2256264178022382,4.705111345543486
53,2.3015728749959616,2.3250388184751642,4.585936753540835
53,2.4342996041045453,2.5118383755776894,5.49624232524461
53,2.081020445394345,2.1361199323737665,4.951875080353413
53,2.2787722976383358,2.2763140864808813,4.875685176063543
53,2.360779308377764,2.401932137726464,5.000245576107323
53,2.2631111489543203,2.27305668273223,4.831763235879813
53,2.0851432272588295,2.1577613384377443,4.985591786028757
54,2.2158160723057647,2.2475623826806723,5.253965963067339
54,2.3546179606966606,2.351621679987119,4.575543738454821
54,2.132083420590501,2.1967565706216408,4.843765015322576
54,2.2311806434678165,2.243362157140338,4.597892062679958
54,2.2845297167123135,2.3382652679080893,5.043729273388106
54,2.2406935560708874,2.270886615167077,4.757263078898677
54,2.5022979052185064,2.488418396022412,4.569102364460129
54,2.1456098924316898,2.1726657668390703,4.612252820517727
54,2.449474483161304,2.4557104795123306,5.032412592568134
54,2.457036714612187,2.521628448611812,5.608350451054086
55,2.5003038397487147,2.5089191764774967,4.631407254952321
55,2.2292823662347985,2.233780610127235,4.984747904862905
55,2.242079919489161,2.278053337006989,5.123751719472883
55,2.259650129952397,2.2637887363725975,4.939700263244983
55,2.701918799717548,2.685662984636475,4.6257043410155765
55,2.2841621996769867,2.2894006889870235,4.7179610570421335
55,2.2277131185685413,2.27321400239236,4.732398253632961
55,2.2085957859672325,2.241766870568353,4.80299000231326
55,2.2157458853544747,2.238213315422474,4.592524098122731
55,2.3092833547633216,2.355202807091473,5.553543625749833
56,2.4621383519060784,2.5027811939497937,5.915291199226686
56,2.092509376158656,2.106776213674465,4.899358420773957
56,2.1648228668867633,2.225158130626665,4.810236339484109
56,2.142261747773995,2.2103224461569666,4.719018416769464
56,2.218087052494798,2.22506235542038,5.250737040522634
56,2.287673163804702,2.30702509706467,5.084091154471896
56,2.466296115092191,2.463481957702174,4.795224332394628
56,2.314974160501272,2.3281213396741816,4.956974632055664
56,2.434580512397977,2.5126381202809482,5.579009854306725
56,2.2047878777519014,2.2711257361733583,5.165590213885056
57,2.112585755743779,2.129267362371667,4.83010225796431
57,2.149031145642988,2.186083701181518,5.142812109006982
57,2.3794662991680977,2.378865271103614,4.652676396870256
57,2.329652128610742,2.3616810261975933,5.4482061541295685
57,2.167603874411847,2.1989065679268442,4.698490080115761
57,2.133813746874006,2.1836468155832276,5.090115185868172
57,2.3167687232582965,2.364219667842003,5.542423285761974
57,2.423081390700325,2.4607252186430473,5.328142976930359
57,2.369598088714737,2.36272459419462,5.18742739941463
57,2.3161350400927216,2.347772644930396,5.390659235039285
58,2.2269933909412156,2.256433887986765,5.061821431327699
58,2.3884839490622682,2.405186737556035,5.140112302951117
58,2.522218020752012,2.6276182815377043,5.433303762791093
58,2.1314120670890695,2.1795175033208465,5.093313781028935
58,2.1463609880624097,2.2024060073275726,4.957600718004183
58,2.0836034648701145,2.1701789439546255,5.1240118711264095
58,2.0815359374916698,2.117417057633685,4.932954525731178
58,2.4004238471727914,2.40107652319806,4.570967422458183
58,2.2087401192759315,2.259439695127146,4.9728852998331545
58,2.38457713131601,2.3610469936642935,4.731654312348533
59,2.1298336887813734,2.2109068149033178,4.925318477107856
59,2.43830657807249,2.462755450726463,5.453847747055998
59,2.328772265847584,2.383273650859103,5.716330934532619
59,2.533333671065927,2.4992718707246717,4.543073201531589
59,2.04354390913046,2.089216655269826,5.053336288930645
59,2.181397848202949,2.2555346792192243,4.808546110017121
59,2.3164472058111008,2.317517320824907,4.742020254719285
59,2.663946120187817,2.6523930772491817,4.448293154313397
59,2.2507147600389947,2.2599397496576437,4.978762202055278
59,2.1201829035332196,2.1776079603909526,5.044412520074943
60,2.4969932397279733,2.4676428065774596,4.6627674623748065
60,2.320318613400996,2.3115355013245837,4.74321374528544
60,2.3701395555514777,2.395434211094793,4.394157371785145
60,2.27706449253068,2.4045947036236086,5.151134519679542
60,2.1374075968754607,2.1599761300855014,5.230016561893942
60,2.1897373518967176,2.2276524753138407,5.258532090970999
60,2.292617749343924,2.341717534161146,5.612665962554658
60,2.6006145218256176,2.604707478338293,4.612396617179816
60,2.2473215966940887,2.2817472774606884,4.608674395020274
60,2.2219964359217355,2.243938618460325,4.372498392999308
61,2.2215780211084373,2.2544208285289766,5.234420047604763
61,2.2083801239680074,2.2420756513155036,5.040554244013918
61,2.0147016755192877,2.082066739454306,4.564788342877072
61,2.038033224572917,2.083110091554701,4.436064792550522
61,2.1080984962997285,2.1243359953685705,4.8102355568307615
61,2.13227166669242,2.165790098763483,4.851206732763767
61,2.4284818973657027,2.410381981149154,4.898897778710915
61,2.214046354715691,2.282689415785028,5.228400184238558
61,2.236177886860756,2.2697344823729146,4.8236921121455625
61,2.105174056344238,2.1268742564817487,4.985848813876251
62,2.229844028005984,2.2420531063727136,5.062137282956612
62,2.0832682634342,2.1528386785997005,5.1750547440336
62,2.151710797598144,2.1653635206250392,5.104639808315517
62,2.5725025441474747,2.6533544211416067,5.614769790983245
62,2.119941703707199,2.191759721860941,5.160394555318872
62,2.1594329898973847,2.188277795722805,4.967260431755524
62,2.381479761316888,2.4316065416648476,5.802058001722713
62,2.1442134769918018,2.2013824446958976,5.34573008040707
62,2.044429490596514,2.102013078450767,5.261449056856165
62,1.9716642436420833,2.048092205743875,4.79077913994893
63,1.9798110749750486,2.0596457433194693,4.687078169187283
63,2.12125552091184,2.158218292476191,4.786847578387144
63,2.204669563110872,2.233623318118797,4.573830667296149
63,2.107700435141309,2.1829914121628295,4.705131650036573
63,2.325644545552766,2.3665218239305816,5.008263219754486
63,2.135550591029702,2.170933429795705,4.812193237339823
63,2.1906932216298767,2.2501534636716203,5.224224812126857
63,2.4091298973809048,2.4379190289697745,4.443217414396636
63,2.094910415042282,2.1635519587569636,5.284433312781307
63,2.0086327085111626,2.065033811224426,4.50368501025769
64,2.1642752220649326,2.2037625173526134,5.046205927635743
64,2.211144830831357,2.2882926952661315,5.337542018488705
64,2.1311376891898934,2.1926256773938295,4.593375894621876
64,2.191946069667046,2.2212644692710026,5.124516919170412
64,2.1768741453840623,2.188267691580123,4.993064525166735
64,2.141813349734058,2.167599510582989,4.487440918421374
64,2.5173496696886537,2.5328069739291723,4.508812300911328
64,2.0102016500276143,2.0482363102967933,4.684402077146253
64,2.1332567641526627,2.213915679477271,5.078232777988603
64,2.1081296004977474,2.1536087062061635,5.049441540948661
65,2.0455435269918567,2.106487009008483,4.86910956393528
65,2.131992848358976,2.204256619289689,5.214453899062828
65,2.11142604379565,2.1823398016303246,4.833297977901121
65,2.070699993840872,2.1507637899434977,4.99246446434447
65,2.1642527089540264,2.164876593537437,5.045278797014211
65,2.1538239211556043,2.1880360177922173,5.309550123386079
65,2.2720403957760125,2.4041837972723283,5.36970617720932
65,2.432997353246306,2.5049679543562777,5.930851941933638
65,2.004945760154623,2.071195355606294,5.057091621431268
65,2.1505829288646297,2.213142750445078,4.873006727689291
66,2.1155776215477347,2.1637528908077734,4.641452365490493
66,2.1618334796867136,2.246031470598666,5.442886986379123
66,2.387675453292708,2.380341688225423,4.744623173843781
66,2.1593675871958444,2.207231948557049,4.693614307202406
66,2.148470164161441,2.1948707177367632,4.954322839426201
66,2.14440305913332,2.182157094283646,4.691032547100167
66,2.5830977730354596,2.5568124399675343,4.802157666319267
66,2.2676139866087412,2.3768969175998316,5.347368625168065
66,2.062638932666552,2.1115077963936004,5.009720092330433
66,2.3105196239811776,2.33217441055775,5.3469093196160635
67,2.11969057861997,2.153334880411265,4.601337182656964
67,2.122404101527202,2.1878080344011352,5.255171634451606
67,2.050641442075988,2.1026502950351906,5.428880476572405
67,2.564225705659742,2.5593606089413954,4.824932672315111
67,2.195739527156754,2.2290448193255132,4.540639986249386
67,2.100174816143916,2.1420407870824514,4.811983038955634
67,2.248345038591838,2.257375374502754,4.799700243856707
67,1.8834290433288452,1.985315584952628,4.475739475815745
67,2.0266891176608928,2.0938396027545156,4.736589994115812
67,2.089190397450237,2.12124826665873,5.173126243415412
68,2.074691311505986,2.126831583799046,4.962548610465699
68,2.069805766008864,2.0977478469106425,5.106788085353242
68,2.044445299078146,2.1116391187022265,5.278025421002627
68,2.1173117692462182,2.1593344554655434,4.536866716743743
68,2.158125406119665,2.2341794279451266,5.526863376609877
68,2.0837389210382504,2.1581339575676894,5.231357311461633
68,2.1854221455649023,2.2494377448647094,5.301989281412946
68,2.1452391987829227,2.175186853205089,4.736822922667205
68,2.2369321950463052,2.2486752476787704,4.797211470177899
68,2.0903578714567606,2.1616883916465417,4.767096484121079
69,2.1131210557776274,2.162996102302677,4.8725094564638365
69,1.9277682013047344,2.007027846898008,4.675920015547299
69,2.616959699925927,2.6089681268497857,4.922925788007348
69,2.1124172404366033,2.1547513717762485,5.172337324164086
69,2.039080406667629,2.123006434181121,4.946150066114562
69,2.1522648493040846,2.233923738539739,5.527625927149167
69,2.0811944447891615,2.143814181947825,4.749766274052385
69,2.0366560948009154,2.0987297871405803,4.932621333211567
69,2.1068199108793157,2.175968263899505,5.202002983614875
69,2.404193529095773,2.4080272435088808,4.731707067178482
70,2.06829517613008,2.1264617867584317,4.95198396537332
70,2.096529388282914,2.155075017905305,5.121433069677943
70,2.1137629254622166,2.18347481844046,4.622816962336798
70,2.1548420106545216,2.1935721677092324,5.021456313375164
70,2.0292157546050134,2.091210209189326,5.074353409008619
70,2.1933602681308537,2.213698151507058,4.795663374400067
70,2.1413301833693406,2.1534758246271357,4.992349649344802
70,2.27816419062786,2.337896861082553,5.771095670420039
70,2.093464250539034,2.164421452277383,5.098776367660814
70,2.2408454296811415,2.2745844179910906,4.740392103319639
71,2.137380144207667,2.155091180243697,5.143787664615524
71,2.0632428115441748,2.1242240491692117,4.332002362230521
71,2.1158200245615464,2.1319801299214234,5.215385297027663
71,2.074314363030752,2.140729605722914,4.8377559982313585
