epoch,new
10,4.69404798759567
10,4.453216363806331
10,4.35013786285442
10,4.938520161192748
10,4.522742656656193
10,5.034086065813291
10,5.155163148775518
10,4.6228685118722765
10,4.765915675935828
10,4.523375658069461
10,4.479297306995798
10,4.974858592665189
10,4.913109752195253
10,4.813376075690343
10,5.231873101825952
10,4.8698244816053835
10,5.8526131636613385
10,4.504715074760801
10,4.529744986722939
10,4.642322802834376
15,4.350285392608303
15,3.9895825687315436
15,4.211560660790975
15,4.472893944378999
15,4.35844501002092
15,4.768064681461196
15,4.837133020380492
15,4.545300579129644
15,5.694555465091928
15,5.276654332090577
15,4.356256153994294
15,4.400268911739559
15,4.632812969999293
15,4.500592050671707
15,4.490762253097112
15,4.037635784322494
15,4.5294982007528395
15,4.87575027191607
15,4.426770655645299
15,4.149951154254188
20,4.656216187637721
20,4.739098715814627
20,4.252580176586937
20,4.370270553067095
20,4.520889270500319
20,4.139899906873499
20,4.595815491057368
20,4.6452407755789045
20,4.087630654680645
20,4.261306304056131
20,4.439616025659576
20,4.583636670850815
20,4.163022866492934
20,5.06469135098308
20,5.040764265436194
20,5.139278887059675
20,4.3372043819991015
20,4.214895071394345
20,4.490059528747775
20,4.382419789831626
25,4.613174007214719
25,4.4684431524975725
25,4.596444819774878
25,4.549302002428383
25,5.467502372074298
25,4.451267372614321
25,4.178130846447121
25,4.599471359547577
25,4.214745112923998
25,4.447317259675396
25,5.2589814290496175
25,4.5617046194265285
25,4.66492139724051
25,4.6629113572499525
25,4.213610358622523
25,4.123997603479933
25,4.277828238863512
25,4.4106696320859236
25,5.440708031983456
25,4.809873821983247
30,4.569997202130884
30,5.923087567870623
30,4.9377136490750955
30,4.454771887912952
30,4.104941012276641
30,4.630829580242545
30,4.501538111187274
30,4.106904593471113
30,4.709908767362949
30,4.387590525943667
30,5.115538488221044
30,4.446650971594913
30,4.6938089328643455
30,4.733128171289416
30,4.521945683158822
30,4.553811331861893
30,4.441773327080534
30,4.4605256629456225
30,4.45261006251105
30,4.116000857112455
35,4.3491631526682335
35,4.238216543560528
35,4.404221606946243
35,4.5096990155682075
35,4.3664342744449005
35,4.261722374868831
35,4.365479782271011
35,4.554777252118149
35,5.809246818744361
35,4.86610054702904
35,4.608034544872973
35,4.657904784833624
35,4.445589767083245
35,4.480205305219191
35,4.267066437274192
35,5.142211536317491
35,4.7839707672147265
35,4.554629929704334
35,5.168424543537301
35,4.397072387696487
40,5.602493561309384
40,4.399006477367761
40,4.403729580965388
40,4.462573224902358
40,4.834566608267297
40,4.917514303578604
40,4.629481560483179
40,5.072239964179214
40,4.88661817739931
40,4.683372175606398
40,4.764204997167696
40,4.677602208130289
40,4.344325193828416
40,4.453809683357186
40,4.268194158462692
40,4.329126859053074
40,5.384698341515057
40,4.5460294890135975
40,4.557021136580805
40,4.643818856282438
45,4.485040179169963
45,4.651766469488417
45,4.594049190052352
45,4.2521830936539295
45,4.5891823218063825
45,5.278225255666311
45,5.008286599960833
45,5.076136603970817
45,4.756635478878819
45,4.624057874559479
45,4.367648137444436
45,4.485991734445004
45,4.337573423944958
45,4.3067665908157435
45,4.390972942106045
45,4.696046192575756
45,4.552170332772756
45,5.35897196285766
45,4.599249627035102
45,4.571520755432549
50,4.265856750073478
50,4.347294674199855
50,4.764509942109826
50,4.53518067240557
50,4.655382777580385
50,5.244637540469105
50,4.543976956067211
50,4.706287538701836
50,4.694207765363271
50,4.788082158519155
50,4.442603522487876
50,4.769604004228347
50,4.777164841700468
50,4.699208688121943
50,4.701561699965247
50,4.4334290946032
50,4.460076683191614
50,5.138751974980061
50,5.127888393846364
50,4.684405012240196
55,5.071208652075224
55,4.989737467186265
55,4.534287975795969
55,4.771841420372526
55,4.903391180796654
